artist,title,lyrics,description,release date
The Supremes,Someday We’ll Be Together,"Someday We’ll Be Together Lyrics
Someday we'll be together
Say, say, say it, say it again
Someday we'll be together
Oh, yeah, oh yeah

You're far away
From me my love
And just as sure my, my baby
As there are stars above
I wanna say, I wanna say, I wanna say

Someday we'll be together
Yes we will, yes we will
Say, someday (some sweet day) we'll be together
I know, I know, I know, I know

My love is yours, baby
Oh, right from the start
You, you, you posses my soul now honey
And I know, I know you own my heart
And I wanna say:
Someday we'll be together
Some sweet day we'll be together
Yes we will, yes we will
Someday (tell everybody now) we'll be together
Yes we will, yes we will

A long time ago, my my sweet thing
I made a big mistake, honey
I said, I said goodbye
Oh, oh baby
Ever (ever), ever (ever), ever since that day
Now, now all I wanna do is cry, cry

Hey, hey, hey
I long for you every, every night
Just to kiss your sweet, sweet lips baby
Hold you ever, ever so tight
And I wanna say

Someday we'll be together
Yes we will, yes we will
Someday we'll be together
Yes we will, yes we will
Someday we'll be together
Someday we'll be together1Embed","This was a remake of a song originally recorded by the duo Johnny & Jackey (Johnny Bristol and Jackey Beavers) in 1961. Motown Records brought in Bristol to produce a new version of the song for Jr. Walker & the All-Stars, but Motown chief Berry Gordy decided to give it to Diana Ross as her first solo single away from The Supremes. Bristol struggled to get the sound he wanted from Ross, and encouraged her along the way, which made it onto tape: That’s him coaching Diana through the song, offering “Sing it pretty” and “You better” along the way. Also Motown decided to release this as by “Diana Ross and the Supremes,” even though Ross was the only member of the group whose voice is on the recording.","October 14, 1969"
artist,title,lyrics,description,release date
Dierks Bentley,Drunk on a Plane,"Drunk on a Plane Lyrics
I took two weeks vacation for the honeymoon
A couple tickets all inclusive down in Cancun
I couldn't get my money back so I'm in seat 7A
I'm getting drunk on a plane
I bet the fella on the aisle thought I was crazy
Cause I taped your picture to the seatback right beside me
Now I've got empty mini bottles fillin' both our trays
I'm getting drunk on a plane

Buyin' drinks for everybody
But the pilot, it's a party
Got this 737 rocking like a G6
Stewardess is somethin' sexy
Leanin' pourin' Coke and whiskey
Told her about my condition
Got a little mile-high flight attention
It's Mardi Gras up in the clouds
I'm up so high, I may never come down
I'll try anything to drown out the pain
They all know why I'm getting drunk on a plane

We had this date marked on the calendar forever
We'd take that new wed limo airport ride together
I feel like a plastic groom alone there at the top of the cake
So hey, I'm getting drunk on a plane
Buyin' drinks for everybody
But the pilot, it's a party
Got this 737
Rocking like a G6
Stewardess is somethin' sexy
Leanin' pourin' Coke and whiskey
Told her about my condition
Got a little mile-high flight attention
It's Mardi Gras up in the clouds
I'm up so high, I may never come down
I'll try anything to drown out the pain
They all know why I'm getting drunk on a plane

On my way home I'll bump this seat right up to first class
So I can drink that cheap champagne out of a real glass
And when we land I'll call her up and tell her kiss my ass
Cause hey, I'm drunk on a plane

Buyin' drinks for everybody
But the pilot, it's a party
Got this 737
Rocking like a G6
Stewardess is somethin' sexy
Leanin' pourin' Coke and whiskey
Told her about my condition
Got a little mile-high flight attention
It's Mardi Gras up in the clouds
I'm up so high, I may never come down
I'll try anything to drown out the pain
They all know why I'm getting drunk on a plane
I'm getting drunk on a plane
I might be passed out
In the baggage claim
But right now
I'm drunk on a plane25Embed","Co-written by Dierks Bentley, Chris Tompkins, and Josh Kear and released on April 21, 2014, as the third single from Bentley’s 2014 album, Riser.

The song is an up-tempo, yet elegiac story about a man who, upon being left at the altar by his bride to be, drinks a lot of alcohol on a solo trip to Cancun.

https://www.youtube.com/watch?v=QrM39m22jH4","February 25, 2014"
Dierks Bentley,Hold The Light,"Hold The Light Lyrics
If it wasn't known, that our love will carry on
I will be the wind that echo's on the canyon wall
One more day with you, to walk around our neighbourhood
We will never know like it was understood

We never say goodbye
Just let me hold the light

If you've given up, I will call an end to this
I will be your rock from our perch
If you walk the ridge, you will find the marks, the scars
Kneel down by the tree, under the city stone

We never say goodbye
Just let me hold the light
We never say goodbye
I'll see you on this side
Or the other way
The desert sun kisses the sky
Baby hold the light
And keep it in your eyes
And promise that you dream with me
Beyond the walls of time
And when we laid aside
Just look up at the light
Just let me hold the light
Just let me hold the light1Embed","On June 30th, 2013, 19 firefighters from the Granite Mountain Hotshots were killed by a wildfire near Yarnell, Arizona.

The present song will appear in the movie “Only the Brave” that will depict the events that have happened that day and will act as a tribute to the ones that lost their lives in the line of duty.","September 21, 2017"
Dierks Bentley,Burning Man,"Burning Man Lyrics
Half your life you struggle
Half your life you fly
Half your life makin' trouble
Half your life makin' it right
One day I'm the exception
Most days I'm just like most
Some days I'm headed in the right direction
And some days I ain't even close

I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man

I always loved the highway
I just don't run it as fast
I still go wherever the wind blows me
But I always find my way back
I still don't get it right sometimes
I just don't get it as wrong
I still go a little bit crazy sometimes
Yeah, but now I don't stay near as long
I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man
Still just a burn, burn, burning man
Just a burning man
Woo!

Maybe I'll go to the desert
Find myself in the Joshua Tree
If we pass in the night then just hand me a light
And tell me you burned just like me

I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man
Still just a burn, burn, burning man
Just a burning man

Burning man1Embed",his life is a struggle but now he is a big man,"May 25, 2018"
Dierks Bentley,Living,"Living Lyrics
This mornin' I got up at 6:01
I walked out and saw the rising sun
And I drank it in like whiskey
I saw a tree I've seen a thousand times
A bird on a branch and I watched it fly away in the wind
And it hit me
It's a beautiful world sometimes I don't see so clear

Some days you just breath in
Just try to break even
Sometimes your heart's poundin' out of your chest
Sometimes it's just beatin'
Some days you just forget
What all you've been given
Some days you just get by
And some days you're just alive
Some days you're livin'
Some days you're livin'

I went back in and fired the coffee up
She walked in the kitchen like she always does
In my t-shirt and it killed me
And I kissed her like it was the first time
She laughed and looked at me like I'd lost my mind
I said ""Baby, I love you, can't live without you, I know I don't say it enough""
Some days you just breath in
Just try to break even
Sometimes your heart's poundin' out of your chest
Sometimes it's just beatin'
Some days you just forget
What all you've been given
Some days you just get by
And some days you're just alive
Some days you're livin'
Some days you're livin'

Like you never die
Blue's a little bluer up in the sky
You're high's a little high
You feel that fire you've been missing
Some days you're living
It'a beautiful world sometimes I don't see so clear

Some days you start singin'
And you don't need a reason
Sometimes the world's just right
Your clear eyes ain't even blinkin'
Got a heart full of grateful
For all you've been given
Some days you just get by
Yeah some days you're just alive
Some days you're livin'
Some days you're livin'
Livin' like you'll never die
Blue's a little bluer up in the sky
You're high's a little high
You feel that fire you've been missin'
Some days you're living
Some days you're livingEmbed",?,"April 26, 2018"
Dierks Bentley,Black,"Black Lyrics
The moon outside
Too bright
Those blinds, yeah, let's just keep 'em closed, you know
My hands, they know where to go
To find your finger tips
Trace 'em back to your lips
Take you on a trip
Flip that switch

Make my world go black
Hit me like a heart attack
Knock me flat on my back, yeah, just keep doing that
That thing you're doing there
Brush me with your hair
I swear I don't know how long that I can last
Make my world go black, black
Make my world go black, black

Like your dress on the floor
Yeah the one you don't need anymore
Black like a sky with no stars
Just find me and fall into my arms
And make my world go black
Hit me like a heart attack
Knock me flat on my back, yeah, just keep doing that
That thing you're doing there
Brush me with your hair
I swear I don't know how long that I can last
Make my world go black, black
Make my world go black, black

I don't wanna see a thing
Baby I just wanna feel your touch, feel your rush
I don't wanna see a thing
I just wanna feel your love

Make my world go black
Hit me like a heart attack
Knock me flat on my back, yeah, just keep doing that
That thing you're doing there
Brush me with your hair
I swear I don't know how long that I can last
Make my world go black, black
Make my world go black, black
Make my world go black, black
I don't wanna see a thing
(Black, black)
I just wanna feel your touch, feel your rush
(Black, black)
(Black, black)2Embed","Black, the title track to Dierks eighth album Black was written for Dierks wife Cassidy.

When speaking to The Boot, Dierks said this about the song:

It was something I was thinking about for a long time, but I was cautious about wading into it, because I knew I wanted to write this song – the idea is about my wife. A lot of songs, you start with a good idea and it doesn’t work out, and you move on to the next thing. Or you tweak the title and try to write it with somebody else. But with “Black,” there’s only one “Black.” I can’t write “Blue;” that’s already been written.

One important thing to note about the title of this song (and album) is that Dierks wife’s maiden name was “Black.”","May 14, 2016"
Dierks Bentley,"Woman, Amen","Woman, Amen Lyrics
Oh oh oh oh ohhhhhh oh
Oh oh oh oh ohhhh
Oh oh oh oh ohhhhhh oh
Oh oh oh oh oh

I'd lose my way and I'd lose my mind
If I faced one day on my own
I know I was saved
The night that she gave this drifter's heart a home

Every night I should be on my knees
Lord knows how lucky I am
I'll never say near enough
Thank God for this woman, amen

Oh oh oh oh ohhhhhh oh
Oh oh oh oh ohhhh

This world has a way of shaking your faith
I've been broken again and again
But I need all the cracks in my shattered heart
'Cause that's where her love gets in
Every night I should be on my knees
Lord knows how lucky I am
I'll never say near enough
Thank God for this woman, amen

She gives me faith (Oh oh oh oh ohhhh)
She gives me grace (Oh oh oh oh ohhhh)
She gives me hope (Oh oh oh oh ohhhh)
She gives me strength (Oh oh oh oh ohhhh)
She gives me love (Oh oh oh oh ohhhh)
Love without end (Oh oh oh oh ohhhh)
Thank God for this woman, amen (Oh oh oh oh ohhhh)

Oh oh oh oh ohhhhhh oh
Oh oh oh oh ohhhh
Oh oh oh oh ohhhhhh oh
Oh oh oh oh oh

Thanks for the moon and the stars up above
Forgiveness of sin in Your undying love
Every twist every turn for the way You made sure
All my roads led to her
So tonight I will fall down on my knees
'Cause Lord knows how lucky I am
I'm gonna shout at the top of my lungs
Thank God for this woman, amen
And thank God for this woman, amen

She gives me faith (Oh oh oh oh ohhhh)
She gives me grace (Oh oh oh oh ohhhh)
She gives me hope (Oh oh oh oh ohhhh)
She gives me strength (Oh oh oh oh ohhhh)
She gives me love (Oh oh oh oh ohhhh)
Love without end (Oh oh oh oh ohhhh)
Thank God for this woman, amen (Oh oh oh oh ohhhh)1Embed",?,"January 17, 2018"
Dierks Bentley,Somewhere On a Beach,"Somewhere On a Beach Lyrics
Bet you think I'm sitting at home, naw
Bet you think that I'm all alone, naw
I bet you think I'm missing you and wishing you would call my phone
Hell naw
I went wheels up on a runway
And that ticket was a one-way

I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach

Heard you called my boys
Heard you called my folks
They said you drove by my house real slow
You can check any spot, roll down every road
But girl, I ain't even close
I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach

I wish it could've worked out
But I'm gettin' over you now
On a beach towel
My shades on
My drink's up and the sun's out
I'm somewhere on a beach

I'm somewhere on a beach
Sipping something strong
Got a new girl, she got it going on
We drink all day, and party all night
I'm way too gone to have you on my mind
She got a body, and she's naughty
And she got me like you ain't never got me
I'm getting sun, getting some, and I ain't slept in a week
Yeah, I'm somewhere on a beach
Yeah, I'm somewhere on a beach5Embed","“Somewhere on a Beach” is assumed to be the sequel of Dierks Bentley’s hit song “Drunk on A Plane” released back in 2014, which was on his 7th studio album, Riser.

The first song off of his new album, Black, talks about Dierks' new girl that he has met while on vacation. His ex fiancée left him right before their trip to Cancun and now Dierks is out having a drink or two, a little bit of dirty fun and partying with his new girl.","January 19, 2016"
artist,title,lyrics,description,release date
Dinah Washington,What a Difference a Day Makes,"What a Difference a Day Makes LyricsWhat a diff'rence a day made
Twenty-four little hours
Brought the sun and the flowers
Where there used to be rain
My yesterday was blue, dear
Today I'm part of you, dear
My lonely nights are through, dear
Since you said you were mine
What a diff'rence a day makes
There's a rainbow before me
Skies above can't be stormy
Since that moment of bliss
That thrilling kiss
It's heaven when you
Find romance on your menu
What a diff'rence a day made
And the difference is you
What a diff'rence a day makes
There's a rainbow before me
Skies above can't be stormy
Since that moment of bliss
That thrilling kiss
It's heaven when you
Find romance on your menu
What a diff'rence a day made
And the difference is youEmbed","This song is an English translation of María Grever’s 1934 Spanish-language song “Cuando vuelva a tu lado”. The English version was first recorded that same year and has been redone many times since, though Dinah Washington’s version is the most famous.",1959
Dinah Washington,This Bitter Earth,"This Bitter Earth LyricsThis bitter earth
Well, what a fruit it bears
What good is love
Mmm, that no one shares
And if my life is like the dust
Ooh, that hides the glow of a rose
What good am I
Heaven only knows
Lord, this bitter earth
Yes, can be so cold
Today you're young
Too soon, you're old
But while a voice within me cries
I'm sure someone may answer my call
And this bitter earth
Ooh, may not, oh, be so bitter after all1Embed","Recorded in 1960, “This Bitter Earth” figures prominently as a soundtrack in the 1977 film “Killer of Sheep” by director Charles Burnett. It is also featured in the end credits of the 2010 Leonardo di Caprio film “Shutter Island” which was directed by Martin Scorsese.
Dinah Washington, the black queen of the 50s jazz and blues, chose these wonderful, yet simple words to demonstrate in a theoretical way, that no matter how bad and unworthy this world and circumstances we live in appear, God gave each one of us a meaning and purpose to “fulfill” it,
 making us automatically the only choice it has to continue its existence.",
Dinah Washington,Mad About the Boy,"Mad About the Boy LyricsI'm mad about the boy
And I know it's stupid to be mad about the boy
I'm so ashamed of it
But must admit the sleepless nights I've had
About the boy
On the silverscreen
He melts my foolish heart in every single scene
Although I'm quite aware
That here and there are traces of the cad
About the boy
Lord knows I'm not a fool girl
I really shouldn't care
Lord knows I'm not a school girl
Who's in the flurry of her first affair
Will it ever cloy
This odd diversity of misery and joy
I'm feeling quite insane and young again
And all because I'm mad about the boy
I'm feeling quite insane and young again
And all because I'm mad about the boy1Embed",?,
Dinah Washington,Teach Me Tonight,"Teach Me Tonight LyricsDid you say I had a lot to learn?
Well, don't think I'm trying not to learn
Since this is the perfect spot to learn
Trying to find somebody to teach me tonight
We'll start with the A B C of it
Then we'll roll down to the X Y Z of it
Help me solve the mystery of it
Oh, come on and teach me tonight
Well the sky's a blackboard (and I don't mean jungle) high above you
And if a shooting star goes by
I'll use that star to write I love you
A thousand times across the sky
One thing isn't very clear, my love
Should the teacher stand so near, my love?
Graduation's almost here, my love
Yeah, yeah teach me tonight
Well the sky's a blackboard, high above you
And if an astronaut zooms by
I'll reach and grab him real fast
Then write I love you a thousand times across the sky
One thing isn't very clear, my love
I know you're wondering how I switched that key, my love
Graduation's almost here, my love
Teach me
Teach me
Come on
And teach me tonightEmbed","If Dinah is remembered as ‘Queen of the Blues’ more than of jazz, the warmth and sympathy she infuses into this standard shows that there is nothing necessarily conflicting in it. A smooth lightheartedness takes center stage, and (as Nadine Cohodas notes in Queen) “showed that the voice that gave life to the words could be as important as—perhaps more important than—the words themselves.”

Contrasted to her other fabulous version, Dinah in this one molds the lyrics to her own groove, especially with the substitution of the “shooting star” for an astronaut zooming by. But it is the change of tone in that moment—the dipping into a voice still more intimate, playful, alluring, whimsical and putting the speaker on an equal level of proactivity with the beloved “teacher”—that displays the power of her personality in addition to (or at the heart of) that of her lungs as when she finishes the track.

Take such strength and concentration in concordance with those seemingly effortless individual touches, and one need not be told that Aretha Franklin, who would cover the song, “worshiped Dinah Washington.”",1954
Dinah Washington,September in the Rain,"September in the Rain LyricsThe leaves of brown
Came tumblin' down, remember
In September in the rain
The sun went out
Just like a dying ember
That September in the rain
To every word of love
I heard you whisper
The raindrops seemed to play
A sweet refrain
Though spring is here
To me it's still September
That September in the rain
To every word of love
I heard you whisper
The raindrops seemed to play
A sweet refrain
Though spring is here
To me it's still September
That September in the rain
That September in the rainEmbed",?,
Dinah Washington,What A Difference A Day Made,"What A Difference A Day Made LyricsWhat a difference a day made
Twenty-four little hours
Brought the sun and the flowers
Where there used to be rain
My yesterday was blue dear
Today I'm a part of you dear
My lonely nights are through dear
Since you said you were mine
Lord, what a difference a day made
There's a rainbow before me
Skies above can't be stormy
Since that moment of bliss that thrilling kiss
It's heaven when you
Find romance on your menu
Oh what a difference a day made
And the difference is youEmbed",?,
Dinah Washington,Cry Me a River,"Cry Me a River LyricsNow you say you're lonely
Said you cried the whole night through
Well you can cry me a river
Cry me a river
'Cause I cried a river over you
Oohhh
Now you say you're sorry
For being so untrue
So what?
Just cry me a river
Cry me a river
I cried a river over you
You drove me
(Bye-bye, my love)
You nearly drove me out of my head
(Bye-bye, my love)
While you never shed a tear
Remember?
I remember all you said
Told me love was too plebeian
Told me you were through with me
And now you say you love me
Well, just to prove you do
Go on and cry me a river
I'd like to see you cry me a river
'Cause I'm tired of crying over
You10Embed",?,
artist,title,lyrics,description,release date
Céline Dion,My Heart Will Go On,"My Heart Will Go On Lyrics
Every night in my dreams
I see you, I feel you
That is how I know you go on
Far across the distance
And spaces between us
You have come to show you go on

Near, far, wherever you are
I believe that the heart does go on
Once more, you open the door
And you're here in my heart
And my heart will go on and on

Love can touch us one time
And last for a lifetime
And never let go 'til we're gone
Love was when I loved you
One true time I'd hold to
In my life, we'll always go on

Near, far, wherever you are
I believe that the heart does go on
Once more, you open the door
And you're here in my heart
And my heart will go on and on
You're here, there's nothing I fear
And I know that my heart will go on
We'll stay forever this way
You are safe in my heart
And my heart will go on and on60Embed","The main theme song to James Cameron’s blockbuster film Titanic. James Horner first wrote the musical backing  as part of the score, taking inspiration from Jethro Tull. Then he decided to add lyrics, courtesy of Will Jennings. After Celine Dion was convinced to record (not her first time doing a movie theme), Horner had to find a day where the notoriously ill-tempered Cameron would be welcoming to show him.

“My Heart Will Go On” then was turned into the end credits theme, and its association with the eventual highest-grossing movie ever (until Cameron topped his own record 11 years later) led to the song topping charts everywhere, as well as an Oscar and two Grammys… and overexposure to the point Titanic star Kate Winslet admits she feels like throwing up when hearing it.

FUN FACT: Celine did not want to record this song, check out her recent interview Andy Cohen. She elaborates on the song process as well.

https://youtu.be/conBmLdtUEw?t=1m24s","December 8, 1997"
Céline Dion,How Does a Moment Last Forever,"How Does a Moment Last Forever Lyrics
How does a moment last forever?
How can a story never die?
It is love we must hold onto
Never easy, but we try
Sometimes our happiness is captured
Somehow, our time and place stand still
Love lives on inside our hearts and always will

Minutes turn to hours, days to years then gone
But when all else has been forgotten
Still our song lives on

Maybe some moments weren’t so perfect
Maybe some memories not so sweet
But we have to know some bad times
Or our lives are incomplete
Then when the shadows overtake us
Just when we feel all hope is gone
We’ll hear our song and know once more
Our love lives on

How does a moment last forever?
How does our happiness endure?
Through the darkest of our troubles
Love is beauty, love is pure
Love pays no mind to desolation
It flows like a river through the soul
Protects, proceeds, and perseveres
And makes us whole
Minutes turn to hours, days to years then gone
But when all else has been forgotten
Still our song lives on

How does a moment last forever
When our song lives on19Embed","“How Does A Moment Last Forever” is an original song written by Alan Menken and Tim Rice for the 2017 live-action adaptation of Disney’s Beauty and the Beast.

Within the film, a segment of the song is sung by Belle’s father (Kevin Kline) as he completes a music box. This single version of the song, performed by Céline Dion, appears during the film’s ending credits.

Celine performed the song for the first time at her residency show at The Colosseum at Caesars Palace, Las Vegas on May 24, 2017. Dion sported a beautiful yellow dress reminiscent of Belle’s ball gown in the movie.

Dion previously appeared on the soundtrack of the original 1991 animated film, singing the single version of “Beauty and the Beast” alongside Peabo Bryson.","March 10, 2017"
Céline Dion,Ashes,"Ashes Lyrics
What's left to say?
These prayers ain't working anymore
Every word shot down in flames
What's left to do with these broken pieces on the floor?
I'm losing my voice calling on you

'Cause I've been shaking
I've been bending backwards 'til I'm broke
Watching all these dreams go up in smoke

Let beauty come out of ashes
Let beauty come out of ashes
And when I pray to God, all I ask is (All I ask is)
Can beauty come out of ashes?

Can you use these tears to put out the fires in my soul?
'Cause I need you here, woah

'Cause I've been shaking
I've been bending backwards 'til I'm broke
Watching all these dreams go up in smoke
Let beauty come out of ashes
Let beauty come out of ashes
And when I pray to God, all I ask is (All I ask is)
Can beauty come out of ashes?

Can beauty come out of ashes?15Embed","“Ashes” is an emotional ballad about the rise and rise of superhuman agent of death and vengeance Wade Wilson aka Deadpool.

Iconic singer Celine Dion affirms her position in pop culture as the premier voice of pure emotion as she soundtracks Deadpool’s mastery of contemporary ballet.




[SPOILER ALERT]

The song was released a week after the release of Marvel Studio’s Avengers: Infinity War, in which Marvel’s roster of superheroes were turned to ash by the power of Thanos wielding the Infinity Gauntlet. Thanos was played by Josh Brolin, who also plays Cable in Deadpool 2. Meta-references to the wider Marvel Cinematic Universe also appeared in the teaser trailer for DP2.","May 3, 2018"
Céline Dion,Because You Loved Me,"Because You Loved Me Lyrics
For all those times you stood by me
For all the truth that you made me see
For all the joy you brought to my life
For all the wrong that you made right
For every dream you made come true
For all the love I found in you
I would be forever thankful, baby
You're the one who held me up
Never let me fall
You're the one who saw me through, through it all

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You gave me wings and made me fly
You touched my hand, I could touch the sky
I lost my faith, you gave it back to me
You said no star was out of reach
You stood by me and I stood tall
I had your love, I had it all
I'm grateful for each day you gave me
Maybe I don't know that much
But I know this much is true
I was blessed because I was loved by you
You were my strength when I was weak (You were my strength)
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You were always there for me
The tender wind that carried me
A light in the dark, shining your love into my life
You've been my inspiration
Through the lies, you were the truth
My world is a better place because of you

You were my strength when I was weak (You were my strength)
You were my voice when I couldn't speak (When I couldn't speak)
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me
You were my strength when I was weak
You were my voice when I couldn't speak (My voice)
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me
Oh
I'm everything I am
Because you loved me16Embed","“Because You Loved Me” is a song recorded by Canadian singer Celine Dion for her fourth English-language studio album, Falling into You. The song was released as the first single from the album. Lyrically, the song finds the protagonist thanking a loved one for being there for her, as well as making her the person she is today.

The song was nominated for “Record of the Year”, “Best Female Pop Vocal Performance”, “Song of the Year”, and won the 1997 Grammy Award for “Best Song Written Specifically for a Motion Picture or Television”.","February 20, 1996"
Céline Dion,Pour que tu m’aimes encore,"Pour que tu m’aimes encore Lyrics
J'ai compris tous les mots
J'ai bien compris, merci
Raisonnable et nouveau
C'est ainsi par ici
Que les choses ont changé
Que les fleurs ont fané
Que le temps d'avant
C'était le temps d'avant
Que si tout zappe et lasse
Les amours aussi passent

Il faut que tu saches

J'irai chercher ton cœur
Si tu l'emportes ailleurs
Même si dans tes danses
D'autres dansent tes heures
J'irai chercher ton âme
Dans les froids dans les flammes
Je te jetterai des sorts
Pour que tu m'aimes encore
Pour que tu m'aimes encore
Fallait pas commencer
M'attirer me toucher
Fallait pas tant donner
Moi je sais pas jouer
On me dit qu'aujourd'hui
On me dit que les autres font ainsi
Je ne suis pas les autres
Avant que l'on s'attache
Avant que l'on se gache

Je veux que tu saches

J'irai chercher ton cœur
Si tu l'emportes ailleurs
Même si dans tes danses
D'autres dansent tes heures
J'irai chercher ton ame
Dans les froids dans les flammes
Je te jetterai des sorts
Pour que tu m'aimes encore

Je trouverai des langages
Pour chanter tes louanges
Je ferai nos bagages
Pour d'infinies vendanges
Les formules magiques
Des marabouts d'Afrique
J'les dirai sans remords
Pour que tu m'aimes encore
Je m'inventerai reine
Pour que tu me retiennes
Je me ferai nouvelle
Pour que le feu reprenne
Je deviendrai ces autres
Qui te donnent du plaisir
Vos jeux seront les nôtres
Si tel est ton désir
Plus brillante plus belle
Pour une autre étincelle
Je me changerai en or
Pour que tu m'aimes encore

Pour que tu m'aimes encore
Pour que tu m'aimes encore
Pour que tu m'aimes encore
Pour que tu m'aimes encore
Tu m'aimes, tu m'aimes
Tu m'aimes encore


I understood all the words, I well understood, thanks
Reasonable and new, that's the way here
Things have changed, that flowers get fade
That the time before, was the time before
If all zap and tire, loves also go by
You must know

I'll go get your heart if you take it somewhere else
Even if in your dances others dance your hours
I'll go get your soul in the colds in the flammes
I'll cast a spell on you for you to still love me

Shouldn't begin tease me touch me
Shouldn't give so much I don't know how to play
They say that today, they say others do so
I'm not the others
Before we attach to the other, before we spoil each other
Je veux que tu saches
I want you to know

I'll go get your heart if you take it somewhere else
Even if in your dances others dance your hours
I'll go get your soul in the colds in the flammes
I'll cast a spell on you for you to still love me

I'll find languages to sing your praises
I'll make my luggage’s for infinite vintages
Magic spells from African priests
I'll say them without remorse for you to still love me

I'll name myself queen for you to hold me
I'll make myself new to let the fire restart
I'll become these others who give you pleasure
Your games will be ours if that's your wish
More brilliant more beautiful for another spark
I'll change myself into gold for you to still love me9Embed",?,"March 27, 1995"
Céline Dion,It’s All Coming Back to Me Now,"It’s All Coming Back to Me Now Lyrics
There were nights when the wind was so cold
That my body froze in bed
If I just listened to it
Right outside the window
There were days when the sun was so cruel
That all the tears turned to dust
And I just knew my eyes were
Drying up forever
I finished crying in the instant that you left
And I can't remember where or when or how
And I banished every memory you and I had ever made

But when you touch me like this
And you hold me like that
I just have to admit
That it's all coming back to me
When I touch you like this
And I hold you like that
It's so hard to believe but
It's all coming back to me
(It's all coming back, it's all coming back to me now)

There were moments of gold
And there were flashes of light
There were things I'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than any laws allow
Baby, baby
If I kiss you like this
And if you whisper like that
It was lost long ago
But it's all coming back to me
If you want me like this
And if you need me like that
It was dead long ago
But it's all coming back to me
It's so hard to resist
And it's all coming back to me
I can barely recall
But it's all coming back to me now
But it's all coming back

There were those empty threats and hollow lies
And whenever you tried to hurt me
I just hurt you even worse
And so much deeper
There were hours that just went on for days
When alone at last we'd count up all the chances
That were lost to us forever
But you were history with the slamming of the door
And I made myself so strong again somehow
And I never wasted any of my time on you since then
But if I touch you like this
And if you kiss me like that
It was so long ago
But it's all coming back to me
If you touch me like this
And if I kiss you like that
It was gone with the wind
But it's all coming back to me
(It's all coming back, it's all coming back to me now)

There were moments of gold
And there were flashes of light
There were things we'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than all your laws allow
Baby, baby, baby

When you touch me like this
And when you hold me like that
It was gone with the wind
But it's all coming back to me
When you see me like this
And when I see you like that
Then we see what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall
But it's all coming back to me now
If you forgive me all this
If I forgive you all that
We forgive and forget
And it's all coming back to me
When you see me like this
And when I see you like that
We see just what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall, but it's all coming back to me now

(It's all coming back to me now)
And when you kiss me like this
(It's all coming back to me now)
And when I touch you like that
(It's all coming back to me now)
If you do it like this
(It's all coming back to me now)
And if we14Embed","https://m.youtube.com/watch?v=pDxoj-tDDIU

This song appeared in Celine’s Falling Into you and the collection Best of Celine Dion.

This song was originally written by Jim Steinman for Meat Loaf and was subsequently recorded by Meat Loaf and Marion Raven as a duet.","July 29, 1996"
